road_id,OBJECTID,DISSOLVE_ID,class,subtype,RoadClass,LandUse,RoadLength,SpeedLimit,SpeedLimitFloor,PercentileBand,RankedPercentile,MedianSpeed,F85thPercentileSpeed,PercentOverLimit,NumberOverLimit,Pass,ExcludeFromSpeedSPI,AnalysisStatus,coord_lng1,coord_lat1,coord_lng2,coord_lat2,StreetImageLink,Shape_Length,yolo_images_found,yolo_total_vehicles,yolo_total_pedestrians,yolo_total_cars,yolo_total_trucks,yolo_total_buses,yolo_total_motorcycles,yolo_total_bicycles,yolo_max_vehicles_single_image,yolo_avg_vehicles_per_image,yolo_per_heading_json,vlm_images_sent,vlm_greenery_score,vlm_greenery_intensity,vlm_footpath_score,vlm_lighting_score,vlm_shade_score,vlm_road_condition_score,vlm_building_height_score,vlm_building_density_score,vlm_population_density_score,vlm_land_use_type,vlm_overall_walkability,vlm_lane_marking_quality,vlm_lane_count,vlm_curvature_visible,vlm_intersection_visible,vlm_lane_width_estimate,vlm_vlm_notes,yolo_processed_at,vlm_processed_at
1999,1999,PR/2490,primary,road,primary,RURAL,9.449969581,55,55,0-5%,0.49850374064837905,53.25,66.5,0.4876932223543401,8203,1,0,Valid,76.0658475,20.4323578,75.9990333,20.3964847,"76.0658475,20.4323578,75.9990333,20.3964847",9449.969580543717,4,13,18,0,5,1,6,1,7,3.25,"{""0"": {""vehicles"": 3, ""pedestrians"": 4, ""by_class"": {""person"": 4, ""motorcycle"": 2, ""truck"": 1}}, ""90"": {""vehicles"": 3, ""pedestrians"": 3, ""by_class"": {""person"": 3, ""motorcycle"": 1, ""truck"": 2}}, ""180"": {""vehicles"": 0, ""pedestrians"": 7, ""by_class"": {""person"": 7, ""cow"": 2}}, ""270"": {""vehicles"": 7, ""pedestrians"": 4, ""by_class"": {""bus"": 1, ""truck"": 2, ""person"": 4, ""motorcycle"": 3, ""bicycle"": 1}}}",4,1,sparse,2,0,0,4,5,8,7,mixed,6,3,2,0,0,standard,"The street has a mix of commercial and residential buildings, with some greenery along the sides. The road appears to be in good condition, with moderate pedestrian activity.",2026-06-24 04:24:43,2026-06-24 06:52:25
2000,2000,SE/10000,secondary,road,secondary,URBAN,0.612961713,50,50,0-5%,0.49875311720698257,26,33,0,0,1,0,Valid,73.2439563,19.15839,73.2400795,19.1624856,"73.2439563,19.15839,73.2400795,19.1624856",612.9617129938835,4,23,3,10,9,0,4,0,9,5.75,"{""0"": {""vehicles"": 9, ""pedestrians"": 2, ""by_class"": {""car"": 3, ""motorcycle"": 4, ""person"": 2, ""truck"": 2}}, ""90"": {""vehicles"": 5, ""pedestrians"": 1, ""by_class"": {""car"": 3, ""person"": 1, ""truck"": 2}}, ""180"": {""vehicles"": 8, ""pedestrians"": 0, ""by_class"": {""truck"": 4, ""car"": 4}}, ""270"": {""vehicles"": 1, ""pedestrians"": 0, ""by_class"": {""truck"": 1}}}",4,2,sparse,3,2,0,6,5,8,7,mixed,6,3,2,0,0,standard,"The street has a mix of residential and commercial buildings, with some greenery along the sides. The road appears to be in good condition with a moderate level of pedestrian activity.",2026-06-24 04:24:45,2026-06-24 06:52:30
2001,2001,PR/1589,primary,road,primary,RURAL,17.581487079999995,55,55,0-5%,0.49900249376558603,35.8,49.25,0.0849815880575952,3854,1,0,Valid,76.2044063,20.6735333,76.3479584,20.7466592,"76.2044063,20.6735333,76.3479584,20.7466592",17581.48708048694,4,12,13,4,0,2,4,2,7,3.0,"{""0"": {""vehicles"": 2, ""pedestrians"": 0, ""by_class"": {""car"": 2}}, ""90"": {""vehicles"": 7, ""pedestrians"": 2, ""by_class"": {""car"": 1, ""person"": 2, ""motorcycle"": 3, ""bus"": 2, ""bicycle"": 1}}, ""180"": {""vehicles"": 3, ""pedestrians"": 6, ""by_class"": {""car"": 1, ""person"": 6, ""motorcycle"": 1, ""bicycle"": 1}}, ""270"": {""vehicles"": 0, ""pedestrians"": 5, ""by_class"": {""person"": 5, ""train"": 1}}}",4,5,moderate,3,0,5,5,5,7,7,mixed,6,0,2,0,0,standard,"The street is moderately shaded by trees, with a mix of residential and commercial buildings, and appears to be a busy commercial area with some pedestrian activity.",2026-06-24 04:24:46,2026-06-24 06:52:36
2002,2002,TR/12218,trunk,road,trunk,RURAL,24.531568853,55,55,0-5%,0.49925187032418955,77.5,94,0.7293556819929263,4743,1,0,Valid,75.6829224,20.0678428,75.7706679,20.2533344,"75.6829224,20.0678428,75.7706679,20.2533344",24531.568852852826,4,3,4,0,0,1,2,0,2,0.75,"{""0"": {""vehicles"": 0, ""pedestrians"": 1, ""by_class"": {""person"": 1}}, ""90"": {""vehicles"": 0, ""pedestrians"": 0, ""by_class"": {}}, ""180"": {""vehicles"": 1, ""pedestrians"": 0, ""by_class"": {""motorcycle"": 1}}, ""270"": {""vehicles"": 2, ""pedestrians"": 3, ""by_class"": {""bus"": 1, ""person"": 3, ""motorcycle"": 1}}}",4,3,sparse,2,0,0,6,3,5,5,mixed,5,6,2,0,1,standard,"The road has a mix of commercial and residential buildings, with some greenery along the sides. The road appears to be in good condition with visible lane markings.",2026-06-24 04:24:47,2026-06-24 06:52:41
2003,2003,PR/296,primary,road,primary,RURAL,0.7455677510000001,55,55,0-5%,0.499501246882793,35,45,0,0,1,0,Valid,72.7650897,19.7860809,72.7719798,19.7846654,"72.7650897,19.7860809,72.7719798,19.7846654",745.5677508919013,4,5,4,1,0,2,2,0,3,1.25,"{""0"": {""vehicles"": 0, ""pedestrians"": 0, ""by_class"": {}}, ""90"": {""vehicles"": 3, ""pedestrians"": 3, ""by_class"": {""bus"": 1, ""car"": 1, ""person"": 3, ""motorcycle"": 1}}, ""180"": {""vehicles"": 0, ""pedestrians"": 1, ""by_class"": {""person"": 1}}, ""270"": {""vehicles"": 2, ""pedestrians"": 0, ""by_class"": {""bus"": 1, ""motorcycle"": 1}}}",4,2,sparse,0,0,0,5,5,5,5,mixed,3,7,2,0,0,standard,"The road has a mix of residential and commercial buildings, with some greenery along the sides. The road appears to be in good condition with standard lane markings.",2026-06-24 04:24:48,2026-06-24 06:52:46
2004,2004,PR/826,primary,road,primary,RURAL,11.144936443,55,55,0-5%,0.49975062344139654,49.5,62,0.32580510246758676,2337,1,0,Valid,74.3218054,17.4623099,74.3992721,17.5298215,"74.3218054,17.4623099,74.3992721,17.5298215",11144.936442696508,4,5,6,0,1,0,3,1,3,1.25,"{""0"": {""vehicles"": 0, ""pedestrians"": 0, ""by_class"": {}}, ""90"": {""vehicles"": 0, ""pedestrians"": 2, ""by_class"": {""person"": 2}}, ""180"": {""vehicles"": 2, ""pedestrians"": 3, ""by_class"": {""person"": 3, ""motorcycle"": 2}}, ""270"": {""vehicles"": 3, ""pedestrians"": 1, ""by_class"": {""bicycle"": 1, ""person"": 1, ""truck"": 1, ""motorcycle"": 1}}}",4,2,sparse,0,0,0,6,3,5,5,residential_low,4,0,2,0,0,standard,The road is in good condition with a slight curve and no visible lane markings. The surroundings are sparsely vegetated with low residential buildings.,2026-06-24 04:24:48,2026-06-24 06:52:51
2005,2005,PR/3445,primary,road,primary,URBAN,1.878932204,45,45,0-5%,0.5,38,50.25,0.2642691987183249,22516,1,0,Valid,76.5479936,18.3932816,76.5400415,18.4082947,"76.5479936,18.3932816,76.5400415,18.4082947",1878.9322038485623,4,16,14,5,4,1,5,1,10,4.0,"{""0"": {""vehicles"": 2, ""pedestrians"": 1, ""by_class"": {""car"": 1, ""person"": 1, ""truck"": 1}}, ""90"": {""vehicles"": 4, ""pedestrians"": 4, ""by_class"": {""car"": 2, ""person"": 4, ""truck"": 1, ""motorcycle"": 1}}, ""180"": {""vehicles"": 0, ""pedestrians"": 4, ""by_class"": {""person"": 4, ""dog"": 1}}, ""270"": {""vehicles"": 10, ""pedestrians"": 5, ""by_class"": {""bus"": 1, ""person"": 5, ""car"": 2, ""truck"": 2, ""motorcycle"": 4, ""bicycle"": 1}}}",4,5,moderate,3,2,4,7,5,5,5,mixed,6,3,2,0,0,standard,"The street has moderate greenery, a mix of residential and commercial buildings, and is moderately walkable with some pedestrian activity.",2026-06-24 04:24:49,2026-06-24 06:52:56
2006,2006,TR/12206,trunk,road,trunk,URBAN,2.139809222,55,55,0-5%,0.5002493765586035,56.5,71,0.5254933333333334,19706,1,0,Valid,75.9037272,19.8656369,75.8837147,19.8674163,"75.9037272,19.8656369,75.8837147,19.8674163",2139.8092216981972,4,20,5,10,5,0,4,1,9,5.0,"{""0"": {""vehicles"": 1, ""pedestrians"": 0, ""by_class"": {""car"": 1}}, ""90"": {""vehicles"": 5, ""pedestrians"": 1, ""by_class"": {""car"": 2, ""motorcycle"": 2, ""person"": 1, ""truck"": 1}}, ""180"": {""vehicles"": 5, ""pedestrians"": 4, ""by_class"": {""person"": 4, ""motorcycle"": 2, ""bicycle"": 1, ""car"": 2}}, ""270"": {""vehicles"": 9, ""pedestrians"": 0, ""by_class"": {""car"": 5, ""truck"": 4}}}",4,3,sparse,2,0,2,7,5,7,6,mixed,5,6,2,0,1,standard,"The road has a mix of commercial and residential buildings, with some greenery along the sides. The road appears to be in good condition with standard lane width and some pedestrian pathways.",2026-06-24 04:24:50,2026-06-24 06:53:02
2007,2007,PR/1379,primary,road,primary,RURAL,22.58744259,55,55,0-5%,0.5004987531172069,41,51,0.08105826062482409,288,1,0,Valid,74.1402079,20.7811159,74.3072446,20.7291474,"74.1402079,20.7811159,74.3072446,20.7291474",22587.442590277584,4,6,4,2,2,0,1,1,4,1.5,"{""0"": {""vehicles"": 2, ""pedestrians"": 0, ""by_class"": {""car"": 1, ""truck"": 1}}, ""90"": {""vehicles"": 0, ""pedestrians"": 0, ""by_class"": {}}, ""180"": {""vehicles"": 0, ""pedestrians"": 0, ""by_class"": {}}, ""270"": {""vehicles"": 4, ""pedestrians"": 4, ""by_class"": {""car"": 1, ""person"": 4, ""bicycle"": 1, ""motorcycle"": 1, ""truck"": 1}}}",4,3,moderate,0,0,5,5,5,5,5,mixed,5,0,2,0,0,standard,"The street has moderate greenery, some shade from trees, and mixed land use with both residential and commercial buildings.",2026-06-24 04:24:51,2026-06-24 06:53:07
2008,2008,SE/8809,secondary,road,secondary,RURAL,4.829942397,55,55,0-5%,0.5007481296758105,63,76.5,0.7224025974025974,12015,1,0,Valid,74.1557936,20.1629022,74.1118862,20.1736743,"74.1557936,20.1629022,74.1118862,20.1736743",4829.942396779816,4,3,2,1,0,0,1,1,2,0.75,"{""0"": {""vehicles"": 0, ""pedestrians"": 0, ""by_class"": {}}, ""90"": {""vehicles"": 1, ""pedestrians"": 0, ""by_class"": {""car"": 1}}, ""180"": {""vehicles"": 0, ""pedestrians"": 0, ""by_class"": {}}, ""270"": {""vehicles"": 2, ""pedestrians"": 2, ""by_class"": {""person"": 2, ""motorcycle"": 1, ""bicycle"": 1}}}",4,3,moderate,2,0,4,6,3,5,5,mixed,5,6,2,0,0,standard,"The road is moderately shaded by trees, with a mix of residential and commercial buildings along the sides. The road appears to be in good condition with visible lane markings.",2026-06-24 04:24:52,2026-06-24 06:53:12
2009,2009,SE/7643,secondary,road,secondary,RURAL,4.990239492,55,55,0-5%,0.500997506234414,39.5,51.5,0.09385093167701863,1511,1,0,Valid,74.4053283,16.6136021,74.4423844,16.6344928,"74.4053283,16.6136021,74.4423844,16.6344928",4990.239492332884,4,9,12,2,3,0,4,0,5,2.25,"{""0"": {""vehicles"": 3, ""pedestrians"": 4, ""by_class"": {""truck"": 2, ""car"": 1, ""person"": 4}}, ""90"": {""vehicles"": 1, ""pedestrians"": 1, ""by_class"": {""person"": 1, ""truck"": 1}}, ""180"": {""vehicles"": 5, ""pedestrians"": 7, ""by_class"": {""person"": 7, ""car"": 1, ""motorcycle"": 4}}, ""270"": {""vehicles"": 0, ""pedestrians"": 0, ""by_class"": {}}}",4,2,sparse,0,0,0,5,5,5,5,mixed,2,0,2,0,0,standard,"The road appears to be in a mixed-use area with both residential and commercial buildings. The road is straight and has two lanes, with some greenery along the sides.",2026-06-24 04:24:53,2026-06-24 06:53:17
2010,2010,TR/14019,trunk,road,trunk,RURAL,1.235058075,,,0-5%,0.5012468827930174,82,99,1,65067,1,1,Valid,77.9123987,21.0273369,77.9012101,21.0243221,"77.9123987,21.0273369,77.9012101,21.0243221",1235.0580746235003,4,1,0,0,0,0,0,1,1,0.25,"{""0"": {""vehicles"": 1, ""pedestrians"": 0, ""by_class"": {""bicycle"": 1}}, ""90"": {""vehicles"": 0, ""pedestrians"": 0, ""by_class"": {}}, ""180"": {""vehicles"": 0, ""pedestrians"": 0, ""by_class"": {}}, ""270"": {""vehicles"": 0, ""pedestrians"": 0, ""by_class"": {""train"": 1}}}",4,8,dense,0,0,0,10,0,0,0,open_land,0,10,2,0,0,standard,"The road is surrounded by lush greenery and appears to be in good condition, with no visible pedestrian paths or street lighting.",2026-06-24 04:24:54,2026-06-24 06:53:22
2011,2011,TR/11688,trunk,road,trunk,URBAN,2.899365542,55,55,0-5%,0.5014962593516209,30.5,40,0,0,1,0,Valid,76.5136843,18.4020426,76.5399723,18.4084158,"76.5136843,18.4020426,76.5399723,18.4084158",2899.3655419898646,4,7,3,2,4,0,1,0,4,1.75,"{""0"": {""vehicles"": 0, ""pedestrians"": 0, ""by_class"": {""dog"": 1}}, ""90"": {""vehicles"": 4, ""pedestrians"": 1, ""by_class"": {""car"": 1, ""person"": 1, ""motorcycle"": 1, ""truck"": 2}}, ""180"": {""vehicles"": 1, ""pedestrians"": 1, ""by_class"": {""person"": 1, ""truck"": 1}}, ""270"": {""vehicles"": 2, ""pedestrians"": 1, ""by_class"": {""car"": 1, ""person"": 1, ""truck"": 1}}}",4,3,moderate,2,0,0,7,5,5,5,commercial,4,0,2,0,0,standard,"The road is moderately green with some trees and grass, has a standard width, and appears to be in a commercial area with mid-rise buildings.",2026-06-24 04:24:55,2026-06-24 06:53:28
2012,2012,SE/9996,secondary,road,secondary,RURAL,35.106459846,50,50,0-5%,0.5017456359102245,38.25,49.75,0.14568815331010454,669,1,0,Valid,75.0046091,18.5521973,74.7072726,18.6110162,"75.0046091,18.5521973,74.7072726,18.6110162",35106.459846164405,4,4,6,3,0,0,1,0,2,1.0,"{""0"": {""vehicles"": 0, ""pedestrians"": 0, ""by_class"": {}}, ""90"": {""vehicles"": 2, ""pedestrians"": 3, ""by_class"": {""car"": 2, ""person"": 3}}, ""180"": {""vehicles"": 1, ""pedestrians"": 2, ""by_class"": {""car"": 1, ""person"": 2}}, ""270"": {""vehicles"": 1, ""pedestrians"": 1, ""by_class"": {""person"": 1, ""motorcycle"": 1}}}",4,3,sparse,2,0,3,5,5,5,5,mixed,6,0,0,0,0,unknown,"The road appears to be in a semi-urban area with mixed residential and commercial use, featuring some greenery and a few pedestrians. The road surface is in good condition, but there are no visible lane markings or traffic lanes.",2026-06-24 04:24:55,2026-06-24 06:53:33
2013,2013,TR/13881,trunk,road,trunk,URBAN,1.04030171,,,0-5%,0.5019950124688279,18,25.333333333333332,0,0,1,1,Valid,74.2190737,16.7059882,74.2262253,16.7029274,"74.2190737,16.7059882,74.2262253,16.7029274",1040.3017104280018,4,13,6,5,3,1,4,0,5,3.25,"{""0"": {""vehicles"": 5, ""pedestrians"": 1, ""by_class"": {""car"": 2, ""person"": 1, ""motorcycle"": 1, ""truck"": 2}}, ""90"": {""vehicles"": 3, ""pedestrians"": 2, ""by_class"": {""car"": 2, ""bench"": 1, ""person"": 2, ""motorcycle"": 1}}, ""180"": {""vehicles"": 2, ""pedestrians"": 1, ""by_class"": {""motorcycle"": 1, ""person"": 1, ""bus"": 1}}, ""270"": {""vehicles"": 3, ""pedestrians"": 2, ""by_class"": {""car"": 1, ""boat"": 1, ""bench"": 2, ""person"": 2, ""truck"": 1, ""motorcycle"": 1}}}",4,7,dense,0,0,8,6,5,7,6,residential_low,6,0,2,0,0,standard,"The road is surrounded by lush greenery and has a mix of residential and commercial buildings, with a moderate level of pedestrian activity.",2026-06-24 04:24:57,2026-06-24 06:53:38
2014,2014,SE/9591,secondary,road,secondary,RURAL,12.949461273,55,55,0-5%,0.5022443890274314,64.5,79.25,0.7343962823491708,9166,1,0,Valid,79.1784775,19.8443113,79.1775952,19.7367495,"79.1784775,19.8443113,79.1775952,19.7367495",12949.461273461573,4,0,5,0,0,0,0,0,0,0.0,"{""0"": {""vehicles"": 0, ""pedestrians"": 1, ""by_class"": {""person"": 1}}, ""90"": {""vehicles"": 0, ""pedestrians"": 0, ""by_class"": {""airplane"": 1}}, ""180"": {""vehicles"": 0, ""pedestrians"": 4, ""by_class"": {""person"": 4}}, ""270"": {""vehicles"": 0, ""pedestrians"": 0, ""by_class"": {}}}",4,5,moderate,0,0,0,5,0,0,0,open_land,2,0,0,0,0,unknown,The road is surrounded by sparse vegetation and appears to be in a rural area with no visible buildings or human activity.,2026-06-24 04:24:57,2026-06-24 06:53:43
2015,2015,SE/9907,secondary,road,secondary,URBAN,1.713487118,45,45,0-5%,0.5024937655860349,30.5,40.5,0.07760316419552021,3669,1,0,Valid,74.588773,16.8456181,74.5861436,16.8304119,"74.588773,16.8456181,74.5861436,16.8304119",1713.4871182895135,4,7,1,4,2,0,1,0,2,1.75,"{""0"": {""vehicles"": 2, ""pedestrians"": 0, ""by_class"": {""truck"": 1, ""car"": 1}}, ""90"": {""vehicles"": 2, ""pedestrians"": 0, ""by_class"": {""car"": 2}}, ""180"": {""vehicles"": 1, ""pedestrians"": 1, ""by_class"": {""person"": 1, ""motorcycle"": 1}}, ""270"": {""vehicles"": 2, ""pedestrians"": 0, ""by_class"": {""car"": 1, ""truck"": 1}}}",4,5,moderate,3,0,5,7,5,7,6,mixed,6,6,2,0,0,standard,"The road is moderately shaded with trees and has a mix of residential and commercial buildings, with some visible human activity.",2026-06-24 04:24:58,2026-06-24 06:53:48
2016,2016,PR/1459,primary,road,primary,RURAL,16.882219083,55,55,0-5%,0.5027431421446384,56.5,73,0.5263486773588836,2527,1,0,Valid,75.5024564,20.8565259,75.6602907,20.8485338,"75.5024564,20.8565259,75.6602907,20.8485338",16882.21908328042,4,5,4,2,0,0,1,2,2,1.25,"{""0"": {""vehicles"": 0, ""pedestrians"": 0, ""by_class"": {}}, ""90"": {""vehicles"": 2, ""pedestrians"": 1, ""by_class"": {""person"": 1, ""bicycle"": 1, ""motorcycle"": 1}}, ""180"": {""vehicles"": 1, ""pedestrians"": 3, ""by_class"": {""person"": 3, ""bicycle"": 1}}, ""270"": {""vehicles"": 2, ""pedestrians"": 0, ""by_class"": {""car"": 2}}}",4,7,dense,6,0,8,7,3,5,5,mixed,7,0,2,0,0,standard,"The road is surrounded by lush greenery and has a mix of residential and commercial buildings, with a moderate level of pedestrian walkability.",2026-06-24 04:24:59,2026-06-24 06:53:54
2017,2017,TR/12991,trunk,road,trunk,RURAL,1.0272393009999998,55,55,0-5%,0.5029925187032419,66.625,86.125,0.7505631556967312,237235,1,0,Valid,74.6976634,19.0917239,74.6978727,19.1009826,"74.6976634,19.0917239,74.6978727,19.1009826",1027.2393007225282,4,1,0,0,0,0,0,1,1,0.25,"{""0"": {""vehicles"": 0, ""pedestrians"": 0, ""by_class"": {""train"": 1}}, ""90"": {""vehicles"": 0, ""pedestrians"": 0, ""by_class"": {}}, ""180"": {""vehicles"": 1, ""pedestrians"": 0, ""by_class"": {""bicycle"": 1}}, ""270"": {""vehicles"": 0, ""pedestrians"": 0, ""by_class"": {}}}",4,5,moderate,0,0,0,10,0,0,0,open_land,0,10,4,0,0,standard,"The road is wide and well-maintained, with moderate greenery and no visible footpaths or street lighting. The surroundings are open with no buildings in sight.",2026-06-24 04:25:00,2026-06-24 06:53:59
2018,2018,PR/1801,primary,road,primary,RURAL,3.757060434,55,55,0-5%,0.5032418952618454,50,62,0.32577224527431997,7066,1,0,Valid,77.7579226,20.9744075,77.7936954,20.975513,"77.7579226,20.9744075,77.7936954,20.975513",3757.0604344075455,4,0,0,0,0,0,0,0,0,0.0,"{""0"": {""vehicles"": 0, ""pedestrians"": 0, ""by_class"": {}}, ""90"": {""vehicles"": 0, ""pedestrians"": 0, ""by_class"": {}}, ""180"": {""vehicles"": 0, ""pedestrians"": 0, ""by_class"": {""cow"": 1}}, ""270"": {""vehicles"": 0, ""pedestrians"": 0, ""by_class"": {}}}",4,2,sparse,0,0,0,3,5,5,5,residential_low,2,0,2,0,0,standard,"The road is flanked by trash and construction debris, with sparse vegetation and no visible pedestrian paths or street lighting.",2026-06-24 04:25:01,2026-06-24 06:54:04
2019,2019,PR/2732,primary,road,primary,RURAL,10.49790413,55,55,0-5%,0.5034912718204488,59,72.5,0.6363753378813232,4944,1,0,Valid,75.6910309,19.6704209,75.7876076,19.6512696,"75.6910309,19.6704209,75.7876076,19.6512696",10497.904129681408,4,11,17,5,2,0,4,0,6,2.75,"{""0"": {""vehicles"": 1, ""pedestrians"": 5, ""by_class"": {""person"": 5, ""motorcycle"": 1}}, ""90"": {""vehicles"": 6, ""pedestrians"": 4, ""by_class"": {""umbrella"": 1, ""car"": 4, ""person"": 4, ""motorcycle"": 1, ""truck"": 1}}, ""180"": {""vehicles"": 3, ""pedestrians"": 0, ""by_class"": {""car"": 1, ""motorcycle"": 1, ""truck"": 1}}, ""270"": {""vehicles"": 1, ""pedestrians"": 8, ""by_class"": {""umbrella"": 2, ""person"": 8, ""bench"": 1, ""motorcycle"": 1}}}",4,2,sparse,2,0,2,5,5,7,7,mixed,6,0,2,0,1,standard,"The street has a mix of residential and commercial buildings, with some greenery and a few pedestrians. The road appears to be in good condition with some footpaths and a few shops along the sides.",2026-06-24 04:25:02,2026-06-24 06:54:10
2020,2020,PR/2180,primary,road,primary,URBAN,0.604804751,30,30,0-5%,0.5037406483790524,23,30,0.15000295805478317,10142,1,0,Valid,75.8945347,17.6834198,75.8987257,17.6797338,"75.8945347,17.6834198,75.8987257,17.6797338",604.8047508256844,4,27,15,5,5,1,15,1,9,6.75,"{""0"": {""vehicles"": 9, ""pedestrians"": 6, ""by_class"": {""person"": 6, ""motorcycle"": 7, ""bicycle"": 1, ""truck"": 1}}, ""90"": {""vehicles"": 3, ""pedestrians"": 4, ""by_class"": {""person"": 4, ""truck"": 2, ""motorcycle"": 1}}, ""180"": {""vehicles"": 9, ""pedestrians"": 4, ""by_class"": {""car"": 4, ""person"": 4, ""motorcycle"": 3, ""truck"": 2}}, ""270"": {""vehicles"": 6, ""pedestrians"": 1, ""by_class"": {""car"": 1, ""motorcycle"": 4, ""person"": 1, ""bus"": 1}}}",4,3,moderate,2,0,3,5,5,7,7,mixed,6,0,2,0,0,standard,"The street has moderate greenery, mixed land use with both residential and commercial buildings, and a moderate population density. The road appears to be in good condition with some visible lane markings.",2026-06-24 04:25:03,2026-06-24 06:54:15
2021,2021,PR/3802,primary,road,primary,URBAN,1.034363911,55,55,0-5%,0.5039900249376559,29,37.5,0,0,1,0,Valid,74.0056797,17.6883406,74.0032938,17.6969862,"74.0056797,17.6883406,74.0032938,17.6969862",1034.3639110078195,4,22,17,14,1,1,5,1,9,5.5,"{""0"": {""vehicles"": 8, ""pedestrians"": 1, ""by_class"": {""car"": 8, ""person"": 1}}, ""90"": {""vehicles"": 5, ""pedestrians"": 7, ""by_class"": {""person"": 7, ""car"": 3, ""kite"": 1, ""motorcycle"": 2}}, ""180"": {""vehicles"": 9, ""pedestrians"": 7, ""by_class"": {""person"": 7, ""car"": 3, ""motorcycle"": 3, ""bicycle"": 1, ""truck"": 1, ""bus"": 1}}, ""270"": {""vehicles"": 0, ""pedestrians"": 2, ""by_class"": {""person"": 2}}}",4,2,sparse,3,0,0,4,5,8,7,commercial,6,6,2,0,1,standard,"The road is moderately busy with vehicles and pedestrians, and the area appears to be a commercial zone with mid-rise buildings.",2026-06-24 04:25:04,2026-06-24 06:54:20
2022,2022,TR/12112,trunk,road,trunk,URBAN,2.042653123,80,80,0-5%,0.5042394014962593,43,58.5,0,0,1,0,Valid,74.4790787,20.0551592,74.4867348,20.0382954,"74.4790787,20.0551592,74.4867348,20.0382954",2042.6531228020956,4,19,1,11,3,0,2,3,7,4.75,"{""0"": {""vehicles"": 6, ""pedestrians"": 0, ""by_class"": {""car"": 4, ""bicycle"": 1, ""truck"": 1}}, ""90"": {""vehicles"": 3, ""pedestrians"": 1, ""by_class"": {""car"": 1, ""person"": 1, ""bicycle"": 1, ""motorcycle"": 1}}, ""180"": {""vehicles"": 3, ""pedestrians"": 0, ""by_class"": {""car"": 1, ""motorcycle"": 1, ""bicycle"": 1, ""cow"": 1}}, ""270"": {""vehicles"": 7, ""pedestrians"": 0, ""by_class"": {""truck"": 2, ""car"": 5}}}",4,2,sparse,0,0,0,5,5,5,5,commercial,2,0,2,0,0,standard,"The road is a two-lane commercial area with some greenery and buildings, but no sidewalks or street lighting.",2026-06-24 04:25:05,2026-06-24 06:54:25
2023,2023,PR/1326,primary,road,primary,RURAL,15.755035458,55,55,0-5%,0.5044887780548628,56,68.875,0.5332308874375721,11104,1,0,Valid,77.608303,19.3786721,77.6451111,19.5007851,"77.608303,19.3786721,77.6451111,19.5007851",15755.035457919012,4,18,21,4,3,0,11,0,8,4.5,"{""0"": {""vehicles"": 1, ""pedestrians"": 4, ""by_class"": {""person"": 4, ""truck"": 1}}, ""90"": {""vehicles"": 6, ""pedestrians"": 9, ""by_class"": {""person"": 9, ""motorcycle"": 4, ""car"": 2}}, ""180"": {""vehicles"": 8, ""pedestrians"": 4, ""by_class"": {""car"": 1, ""person"": 4, ""motorcycle"": 7}}, ""270"": {""vehicles"": 3, ""pedestrians"": 4, ""by_class"": {""truck"": 2, ""person"": 4, ""car"": 1}}}",4,2,sparse,0,0,0,2,5,10,8,commercial,3,0,2,0,0,standard,"The street is moderately busy with vehicles and pedestrians, featuring a mix of commercial and residential buildings. The road surface appears worn, and there is no visible lane marking.",2026-06-24 04:25:06,2026-06-24 06:54:30
2024,2024,TR/13675,trunk,road,trunk,URBAN,2.12507043,,,0-5%,0.5047381546134664,28.5,39.5,0,0,1,1,Valid,74.2764136,17.0407911,74.2581972,17.0466845,"74.2764136,17.0407911,74.2581972,17.0466845",2125.0704303759826,4,7,5,5,0,0,2,0,4,1.75,"{""0"": {""vehicles"": 1, ""pedestrians"": 0, ""by_class"": {""car"": 1, ""train"": 1}}, ""90"": {""vehicles"": 0, ""pedestrians"": 1, ""by_class"": {""person"": 1}}, ""180"": {""vehicles"": 2, ""pedestrians"": 2, ""by_class"": {""person"": 2, ""motorcycle"": 1, ""car"": 1}}, ""270"": {""vehicles"": 4, ""pedestrians"": 2, ""by_class"": {""person"": 2, ""car"": 3, ""motorcycle"": 1}}}",4,7,dense,3,0,6,8,5,5,5,residential_low,6,8,4,0,0,standard,"The road is surrounded by lush greenery and has a well-maintained road surface, but the footpaths are not fully continuous.",2026-06-24 04:25:07,2026-06-24 06:54:36
2025,2025,SE/8211,secondary,road,secondary,URBAN,1.8373427839999998,55,55,0-5%,0.5049875311720698,26.5,35.5,0,0,1,0,Valid,73.4158419,18.7590026,73.4327493,18.7588836,"73.4158419,18.7590026,73.4327493,18.7588836",1837.342784363398,4,7,6,3,0,0,4,0,4,1.75,"{""0"": {""vehicles"": 0, ""pedestrians"": 0, ""by_class"": {}}, ""90"": {""vehicles"": 2, ""pedestrians"": 3, ""by_class"": {""person"": 3, ""motorcycle"": 2}}, ""180"": {""vehicles"": 1, ""pedestrians"": 2, ""by_class"": {""person"": 2, ""car"": 1}}, ""270"": {""vehicles"": 4, ""pedestrians"": 1, ""by_class"": {""car"": 2, ""person"": 1, ""motorcycle"": 2}}}",4,6,dense,3,0,7,7,5,7,6,residential_low,6,7,2,0,0,standard,"The road is surrounded by lush greenery and has a mix of residential and commercial buildings, with a moderate level of pedestrian activity.",2026-06-24 04:25:08,2026-06-24 06:54:41
